Container,CPU Usage (%),Memory Usage (%),Network Usage
shirine_detector_1,473.38%,1.01%,228MB / 228MB
shirine_combiner_1,11.31%,0.08%,231MB / 203MB
shirine_extractor_1,0.21%,0.14%,3.39MB / 242MB
shirine_detector_1,725.41%,0.97%,245MB / 245MB
shirine_combiner_1,0.02%,0.08%,248MB / 218MB
shirine_extractor_1,0.20%,0.14%,3.42MB / 259MB
shirine_detector_1,710.24%,1.07%,263MB / 263MB
shirine_combiner_1,0.03%,0.08%,266MB / 233MB
shirine_extractor_1,6.87%,0.14%,3.44MB / 274MB
shirine_detector_1,538.32%,1.27%,277MB / 278MB
shirine_combiner_1,0.02%,0.08%,283MB / 249MB
shirine_extractor_1,0.17%,0.14%,3.47MB / 291MB
shirine_detector_1,787.79%,1.07%,295MB / 295MB
shirine_combiner_1,11.81%,0.08%,301MB / 264MB
shirine_extractor_1,0.18%,0.14%,3.49MB / 308MB
shirine_detector_1,794.37%,1.05%,312MB / 313MB
shirine_combiner_1,11.75%,0.08%,318MB / 279MB
shirine_extractor_1,0.14%,0.14%,3.52MB / 323MB
shirine_detector_1,798.68%,1.03%,329MB / 330MB
shirine_combiner_1,0.03%,0.08%,333MB / 292MB
shirine_extractor_1,6.95%,0.14%,3.54MB / 340MB
shirine_detector_1,467.55%,1.08%,346MB / 347MB
shirine_combiner_1,0.04%,0.10%,350MB / 308MB
shirine_extractor_1,0.17%,0.14%,3.57MB / 357MB
shirine_detector_1,798.86%,1.09%,361MB / 362MB
shirine_combiner_1,11.86%,0.08%,367MB / 323MB
shirine_extractor_1,0.14%,0.14%,3.59MB / 372MB
shirine_detector_1,795.50%,1.24%,378MB / 379MB
shirine_combiner_1,0.04%,0.08%,382MB / 336MB
shirine_extractor_1,0.13%,0.14%,3.62MB / 389MB
shirine_detector_1,477.77%,1.18%,395MB / 397MB
shirine_combiner_1,0.03%,0.08%,399MB / 351MB
shirine_extractor_1,0.17%,0.14%,3.64MB / 406MB
shirine_detector_1,775.66%,1.13%,410MB / 411MB
shirine_combiner_1,11.78%,0.08%,417MB / 366MB
shirine_extractor_1,0.18%,0.14%,3.67MB / 423MB
shirine_detector_1,725.37%,1.23%,427MB / 429MB
shirine_combiner_1,0.03%,0.08%,431MB / 379MB
shirine_extractor_1,0.20%,0.14%,3.7MB / 441MB
shirine_detector_1,727.47%,1.13%,441MB / 446MB
shirine_combiner_1,0.04%,0.08%,449MB / 394MB
shirine_extractor_1,6.88%,0.14%,3.72MB / 455MB
shirine_detector_1,394.83%,1.20%,459MB / 461MB
shirine_combiner_1,7.23%,0.08%,463MB / 407MB
shirine_extractor_1,0.23%,0.14%,3.75MB / 472MB
shirine_detector_1,725.65%,1.13%,476MB / 479MB
shirine_combiner_1,0.03%,0.08%,481MB / 423MB
shirine_extractor_1,7.06%,0.15%,3.77MB / 490MB
shirine_detector_1,795.45%,1.06%,493MB / 496MB
shirine_combiner_1,0.02%,0.08%,498MB / 438MB
shirine_extractor_1,0.19%,0.14%,3.79MB / 504MB
shirine_detector_1,668.09%,1.03%,508MB / 511MB
shirine_combiner_1,0.02%,0.08%,513MB / 451MB
shirine_extractor_1,7.16%,0.14%,3.82MB / 521MB
shirine_detector_1,794.43%,1.06%,525MB / 528MB
shirine_combiner_1,0.03%,0.08%,531MB / 466MB
shirine_extractor_1,0.21%,0.14%,3.84MB / 536MB
shirine_detector_1,798.84%,1.06%,540MB / 543MB
shirine_combiner_1,0.02%,0.08%,548MB / 482MB
shirine_extractor_1,0.18%,0.14%,3.87MB / 550MB
shirine_detector_1,471.05%,1.22%,557MB / 560MB
shirine_combiner_1,0.03%,0.08%,563MB / 495MB
shirine_extractor_1,0.16%,0.14%,3.89MB / 567MB
shirine_detector_1,795.22%,1.21%,571MB / 575MB
shirine_combiner_1,0.02%,0.08%,577MB / 507MB
shirine_extractor_1,0.18%,0.14%,3.91MB / 582MB
shirine_detector_1,764.20%,1.20%,586MB / 590MB
shirine_combiner_1,0.02%,0.08%,595MB / 523MB
shirine_extractor_1,0.16%,0.14%,3.94MB / 599MB
shirine_detector_1,729.56%,1.18%,603MB / 607MB
shirine_combiner_1,0.02%,0.08%,609MB / 536MB
shirine_extractor_1,6.90%,0.14%,3.97MB / 616MB
shirine_detector_1,721.57%,1.22%,617MB / 622MB
shirine_combiner_1,0.02%,0.08%,624MB / 548MB
shirine_extractor_1,0.18%,0.14%,3.99MB / 631MB
shirine_detector_1,796.98%,1.19%,635MB / 639MB
shirine_combiner_1,0.03%,0.08%,641MB / 564MB
shirine_extractor_1,0.22%,0.14%,4.01MB / 645MB
shirine_detector_1,473.15%,1.19%,652MB / 657MB
shirine_combiner_1,0.02%,0.08%,659MB / 579MB
shirine_extractor_1,0.20%,0.14%,4.03MB / 659MB
shirine_detector_1,798.61%,1.28%,666MB / 671MB
shirine_combiner_1,0.03%,0.08%,673MB / 592MB
shirine_extractor_1,0.18%,0.14%,4.06MB / 677MB
shirine_detector_1,793.44%,1.18%,681MB / 686MB
shirine_combiner_1,0.02%,0.08%,688MB / 605MB
shirine_extractor_1,0.14%,0.14%,4.08MB / 691MB
shirine_detector_1,491.78%,1.18%,695MB / 701MB
shirine_combiner_1,11.95%,0.08%,706MB / 620MB
shirine_extractor_1,0.16%,0.15%,4.11MB / 708MB
shirine_detector_1,728.50%,1.20%,713MB / 718MB
shirine_combiner_1,0.02%,0.08%,720MB / 633MB
shirine_extractor_1,0.20%,0.14%,4.13MB / 723MB
shirine_detector_1,473.10%,1.18%,730MB / 736MB
shirine_combiner_1,0.02%,0.08%,738MB / 649MB
shirine_extractor_1,0.18%,0.14%,4.15MB / 737MB
shirine_detector_1,329.00%,1.17%,744MB / 750MB
shirine_combiner_1,0.02%,0.08%,753MB / 661MB
shirine_extractor_1,0.13%,0.14%,4.17MB / 752MB
shirine_detector_1,680.40%,1.17%,759MB / 765MB
shirine_combiner_1,0.03%,0.08%,767MB / 674MB
shirine_extractor_1,0.14%,0.14%,4.2MB / 769MB
shirine_detector_1,665.95%,1.14%,774MB / 780MB
shirine_combiner_1,0.02%,0.08%,782MB / 687MB
shirine_extractor_1,0.13%,0.14%,4.23MB / 787MB
shirine_detector_1,792.38%,1.14%,791MB / 798MB
shirine_combiner_1,0.03%,0.09%,800MB / 703MB
shirine_extractor_1,0.15%,0.14%,4.25MB / 801MB
shirine_detector_1,797.85%,1.15%,806MB / 812MB
shirine_combiner_1,0.02%,0.08%,817MB / 718MB
shirine_extractor_1,0.17%,0.14%,4.27MB / 815MB
shirine_detector_1,795.99%,1.15%,820MB / 827MB
shirine_combiner_1,11.79%,0.08%,832MB / 731MB
shirine_extractor_1,0.17%,0.14%,4.3MB / 830MB
shirine_detector_1,680.37%,1.18%,834MB / 841MB
shirine_combiner_1,12.13%,0.08%,846MB / 744MB
shirine_extractor_1,0.21%,0.15%,4.32MB / 847MB
shirine_detector_1,561.48%,1.13%,852MB / 859MB
shirine_combiner_1,0.03%,0.08%,861MB / 757MB
shirine_extractor_1,0.22%,0.14%,4.34MB / 862MB
shirine_detector_1,688.67%,1.13%,867MB / 877MB
shirine_combiner_1,0.04%,0.08%,879MB / 773MB
shirine_extractor_1,0.21%,0.14%,4.37MB / 878MB
shirine_detector_1,796.43%,1.13%,883MB / 891MB
shirine_combiner_1,0.02%,0.08%,897MB / 788MB
shirine_extractor_1,0.20%,0.15%,4.39MB / 898MB
shirine_detector_1,626.24%,1.13%,900MB / 908MB
shirine_combiner_1,0.03%,0.08%,907MB / 796MB
shirine_extractor_1,0.19%,0.15%,4.4MB / 901MB
shirine_detector_1,398.95%,1.20%,903MB / 911MB
shirine_combiner_1,0.02%,0.08%,913MB / 802MB
shirine_extractor_1,0.23%,0.15%,4.41MB / 909MB
shirine_detector_1,318.80%,1.19%,910MB / 918MB
shirine_combiner_1,0.03%,0.08%,917MB / 805MB
shirine_extractor_1,0.20%,0.15%,4.41MB / 913MB
shirine_detector_1,334.94%,1.13%,914MB / 922MB
shirine_combiner_1,0.03%,0.08%,925MB / 812MB
shirine_extractor_1,0.20%,0.15%,4.42MB / 922MB
shirine_detector_1,385.53%,1.13%,924MB / 931MB
shirine_combiner_1,0.03%,0.08%,930MB / 816MB
shirine_extractor_1,0.20%,0.15%,4.43MB / 926MB
shirine_detector_1,259.28%,1.13%,928MB / 935MB
shirine_combiner_1,0.03%,0.08%,939MB / 823MB
shirine_extractor_1,0.23%,0.15%,4.43MB / 930MB
shirine_detector_1,131.66%,1.18%,936MB / 944MB
shirine_combiner_1,0.03%,0.08%,943MB / 827MB
shirine_extractor_1,0.21%,0.15%,4.44MB / 939MB
shirine_detector_1,306.19%,1.18%,941MB / 948MB
shirine_combiner_1,0.03%,0.08%,947MB / 831MB
shirine_extractor_1,0.21%,0.15%,4.45MB / 943MB
shirine_detector_1,397.91%,1.18%,949MB / 957MB
shirine_combiner_1,0.03%,0.08%,956MB / 838MB
shirine_extractor_1,0.22%,0.15%,4.46MB / 951MB
shirine_detector_1,383.20%,1.18%,953MB / 961MB
shirine_combiner_1,0.03%,0.08%,960MB / 841MB
shirine_extractor_1,0.18%,0.15%,4.46MB / 954MB
shirine_detector_1,308.97%,1.14%,956MB / 965MB
shirine_combiner_1,0.03%,0.08%,968MB / 848MB
shirine_extractor_1,0.22%,0.15%,4.47MB / 961MB
shirine_detector_1,398.63%,1.14%,963MB / 972MB
shirine_combiner_1,0.03%,0.08%,971MB / 851MB
shirine_extractor_1,0.18%,0.15%,4.48MB / 965MB
shirine_detector_1,399.23%,1.18%,967MB / 976MB
shirine_combiner_1,0.03%,0.08%,978MB / 857MB
shirine_extractor_1,0.19%,0.15%,4.49MB / 972MB
shirine_detector_1,308.14%,1.13%,974MB / 983MB
shirine_combiner_1,0.03%,0.08%,981MB / 860MB
shirine_extractor_1,0.19%,0.15%,4.49MB / 975MB
shirine_detector_1,399.73%,1.13%,977MB / 986MB
shirine_combiner_1,0.03%,0.08%,989MB / 866MB
shirine_extractor_1,0.21%,0.15%,4.5MB / 979MB
shirine_detector_1,269.04%,1.13%,984MB / 994MB
shirine_combiner_1,0.02%,0.08%,993MB / 869MB
shirine_extractor_1,0.19%,0.15%,4.51MB / 986MB
shirine_detector_1,332.59%,1.13%,988MB / 997MB
shirine_combiner_1,0.03%,0.08%,996MB / 872MB
shirine_extractor_1,0.19%,0.15%,4.51MB / 989MB
shirine_detector_1,175.56%,1.13%,994MB / 1GB
shirine_combiner_1,0.03%,0.08%,1GB / 878MB
shirine_extractor_1,0.20%,0.15%,4.52MB / 996MB
shirine_detector_1,394.30%,1.13%,998MB / 1.01GB
shirine_combiner_1,0.03%,0.08%,1.01GB / 883MB
shirine_extractor_1,0.20%,0.15%,4.52MB / 999MB
shirine_detector_1,109.03%,1.13%,1GB / 1.01GB
shirine_combiner_1,0.03%,0.09%,1.01GB / 886MB
shirine_extractor_1,0.21%,0.15%,4.53MB / 1.01GB
shirine_detector_1,400.50%,1.13%,1.01GB / 1.02GB
shirine_combiner_1,0.03%,0.09%,1.02GB / 892MB
shirine_extractor_1,0.20%,0.15%,4.53MB / 1.01GB
shirine_detector_1,308.49%,1.13%,1.01GB / 1.02GB
shirine_combiner_1,0.02%,0.09%,1.02GB / 894MB
shirine_extractor_1,0.18%,0.15%,4.55MB / 1.02GB
shirine_detector_1,295.85%,1.29%,1.02GB / 1.03GB
shirine_combiner_1,0.03%,0.09%,1.03GB / 900MB
shirine_extractor_1,0.21%,0.15%,4.55MB / 1.02GB
shirine_detector_1,395.70%,1.18%,1.03GB / 1.04GB
shirine_combiner_1,0.03%,0.09%,1.03GB / 905MB
shirine_extractor_1,0.21%,0.15%,4.56MB / 1.03GB
shirine_detector_1,291.24%,1.18%,1.03GB / 1.04GB
shirine_combiner_1,0.02%,0.09%,1.04GB / 908MB
shirine_extractor_1,0.21%,0.15%,4.56MB / 1.03GB
shirine_detector_1,313.17%,1.18%,1.03GB / 1.04GB
shirine_combiner_1,0.03%,0.09%,1.04GB / 913MB
shirine_extractor_1,0.20%,0.15%,4.57MB / 1.04GB
shirine_detector_1,400.97%,1.14%,1.04GB / 1.05GB
shirine_combiner_1,0.03%,0.09%,1.05GB / 916MB
shirine_extractor_1,0.21%,0.15%,4.58MB / 1.04GB
shirine_detector_1,274.60%,1.13%,1.04GB / 1.05GB
shirine_combiner_1,0.03%,0.09%,1.05GB / 921MB
shirine_extractor_1,0.25%,0.15%,4.59MB / 1.04GB
shirine_detector_1,396.85%,1.13%,1.05GB / 1.06GB
shirine_combiner_1,0.03%,0.09%,1.06GB / 924MB
shirine_extractor_1,0.20%,0.15%,4.59MB / 1.05GB
shirine_detector_1,395.86%,1.13%,1.05GB / 1.06GB
shirine_combiner_1,12.68%,0.09%,1.06GB / 929MB
shirine_extractor_1,0.21%,0.15%,4.6MB / 1.05GB
shirine_detector_1,305.23%,1.16%,1.06GB / 1.07GB
shirine_combiner_1,0.03%,0.09%,1.06GB / 932MB
shirine_extractor_1,0.17%,0.15%,4.6MB / 1.06GB
shirine_detector_1,399.72%,1.16%,1.06GB / 1.07GB
shirine_combiner_1,0.03%,0.09%,1.07GB / 937MB
shirine_extractor_1,0.23%,0.15%,4.61MB / 1.06GB
shirine_detector_1,267.53%,1.16%,1.06GB / 1.08GB
shirine_combiner_1,0.03%,0.09%,1.07GB / 940MB
shirine_extractor_1,0.20%,0.15%,4.62MB / 1.07GB
shirine_detector_1,297.56%,1.21%,1.07GB / 1.08GB
shirine_combiner_1,0.03%,0.09%,1.08GB / 945MB
shirine_extractor_1,0.18%,0.15%,4.62MB / 1.07GB
shirine_detector_1,156.26%,1.13%,1.07GB / 1.08GB
shirine_combiner_1,0.03%,0.09%,1.08GB / 948MB
shirine_extractor_1,0.21%,0.15%,4.63MB / 1.07GB
shirine_detector_1,256.41%,1.13%,1.08GB / 1.09GB
shirine_combiner_1,0.03%,0.09%,1.09GB / 953MB
shirine_extractor_1,0.20%,0.15%,4.63MB / 1.08GB
shirine_detector_1,215.93%,1.13%,1.08GB / 1.09GB
shirine_combiner_1,0.03%,0.09%,1.09GB / 956MB
shirine_extractor_1,0.22%,0.15%,4.64MB / 1.08GB
shirine_detector_1,400.46%,1.13%,1.09GB / 1.1GB
shirine_combiner_1,0.03%,0.09%,1.1GB / 961MB
shirine_extractor_1,0.23%,0.15%,4.64MB / 1.09GB
shirine_detector_1,284.97%,1.13%,1.09GB / 1.1GB
shirine_combiner_1,0.04%,0.09%,1.1GB / 964MB
shirine_extractor_1,0.17%,0.15%,4.65MB / 1.09GB
shirine_detector_1,400.74%,1.13%,1.09GB / 1.11GB
shirine_combiner_1,0.03%,0.09%,1.11GB / 969MB
shirine_extractor_1,0.20%,0.15%,4.66MB / 1.1GB
shirine_detector_1,395.95%,1.23%,1.1GB / 1.11GB
shirine_combiner_1,0.03%,0.09%,1.11GB / 971MB
shirine_extractor_1,3.74%,0.15%,4.67MB / 1.1GB
shirine_detector_1,295.24%,1.18%,1.1GB / 1.11GB
shirine_combiner_1,0.03%,0.09%,1.11GB / 974MB
shirine_extractor_1,0.20%,0.15%,4.67MB / 1.1GB
shirine_detector_1,399.66%,1.18%,1.11GB / 1.12GB
shirine_combiner_1,0.02%,0.09%,1.12GB / 979MB
shirine_extractor_1,8.35%,0.15%,4.68MB / 1.11GB
shirine_detector_1,320.14%,1.15%,1.11GB / 1.12GB
shirine_combiner_1,0.03%,0.09%,1.12GB / 982MB
shirine_extractor_1,0.19%,0.15%,4.69MB / 1.12GB
shirine_detector_1,296.82%,1.16%,1.12GB / 1.13GB
shirine_combiner_1,0.04%,0.09%,1.13GB / 990MB
shirine_extractor_1,0.20%,0.15%,4.7MB / 1.12GB
shirine_detector_1,397.57%,1.16%,1.13GB / 1.14GB
shirine_combiner_1,0.03%,0.09%,1.13GB / 993MB
shirine_extractor_1,0.21%,0.15%,4.7MB / 1.13GB
shirine_detector_1,323.86%,1.13%,1.13GB / 1.14GB
shirine_combiner_1,0.02%,0.09%,1.14GB / 999MB
shirine_extractor_1,0.21%,0.15%,4.71MB / 1.13GB
shirine_detector_1,332.12%,1.13%,1.14GB / 1.15GB
shirine_combiner_1,0.03%,0.08%,1.14GB / 1GB
shirine_extractor_1,0.21%,0.15%,4.71MB / 1.14GB
shirine_detector_1,296.31%,1.13%,1.14GB / 1.15GB
shirine_combiner_1,0.03%,0.08%,1.15GB / 1.01GB
shirine_extractor_1,0.21%,0.15%,4.72MB / 1.14GB
shirine_detector_1,318.53%,1.13%,1.15GB / 1.16GB
shirine_combiner_1,0.03%,0.08%,1.15GB / 1.01GB
shirine_extractor_1,0.19%,0.15%,4.73MB / 1.15GB
shirine_detector_1,400.40%,1.13%,1.15GB / 1.16GB
shirine_combiner_1,0.03%,0.08%,1.16GB / 1.02GB
shirine_extractor_1,0.20%,0.15%,4.73MB / 1.15GB
shirine_detector_1,131.86%,1.16%,1.16GB / 1.17GB
shirine_combiner_1,0.03%,0.08%,1.16GB / 1.02GB
shirine_extractor_1,0.18%,0.15%,4.74MB / 1.16GB
shirine_detector_1,398.00%,1.16%,1.16GB / 1.17GB
shirine_combiner_1,0.03%,0.08%,1.17GB / 1.02GB
shirine_extractor_1,0.20%,0.15%,4.74MB / 1.16GB
shirine_detector_1,311.99%,1.13%,1.17GB / 1.18GB
shirine_combiner_1,0.03%,0.08%,1.17GB / 1.03GB
shirine_extractor_1,0.19%,0.15%,4.75MB / 1.17GB
shirine_detector_1,312.99%,1.13%,1.17GB / 1.18GB
shirine_combiner_1,0.03%,0.08%,1.18GB / 1.03GB
shirine_extractor_1,0.19%,0.15%,4.76MB / 1.17GB
shirine_detector_1,400.12%,1.13%,1.18GB / 1.19GB
shirine_combiner_1,0.03%,0.09%,1.18GB / 1.04GB
shirine_extractor_1,0.21%,0.15%,4.76MB / 1.18GB
shirine_detector_1,308.61%,1.13%,1.18GB / 1.19GB
shirine_combiner_1,0.03%,0.09%,1.19GB / 1.04GB
shirine_extractor_1,0.20%,0.15%,4.77MB / 1.18GB
shirine_detector_1,399.31%,1.18%,1.18GB / 1.2GB
shirine_combiner_1,0.03%,0.09%,1.19GB / 1.04GB
shirine_extractor_1,0.19%,0.15%,4.78MB / 1.19GB
shirine_detector_1,399.88%,1.18%,1.19GB / 1.2GB
shirine_combiner_1,0.03%,0.09%,1.2GB / 1.05GB
shirine_extractor_1,0.21%,0.15%,4.78MB / 1.19GB
shirine_detector_1,297.88%,1.18%,1.19GB / 1.21GB
shirine_combiner_1,87.69%,0.11%,1.33GB / 1.05GB
shirine_extractor_1,0.24%,0.12%,4.78MB / 1.19GB
shirine_detector_1,0.03%,1.18%,1.19GB / 1.21GB
shirine_combiner_1,88.32%,0.11%,1.94GB / 1.05GB
shirine_extractor_1,0.24%,0.12%,4.78MB / 1.19GB
shirine_detector_1,2.16%,1.18%,1.19GB / 1.21GB
shirine_combiner_1,0.04%,0.10%,2.25GB / 1.08GB
